Price,Beds,Bath,Sqft,Address,City,State,Zip,Description
"$74,000 ",2bd,1ba,981 sqft,1542 NE 20th St,Oklahoma City,OK,73111,Cozy 2 bed 1 bath home for under $80k! Currently this property is vacant and perfect for a starter home or cash-flowing investment! You could keep the property as-is with steady/easy rental income and cash flow until you’re ready to rehab and sell. You can also upgrade now and demand premium rent rates! Roof is insurable. AC and furnace are 2007. All mechanicals functional and cosmetics are in rent-ready condition. Property to be sold as-is. Start cash flowing today!
"$185,000 ",3bd,2ba,"1,489 sqft",2921 N Fonshill Ave,Oklahoma City,OK,73111,"Investor Purchase! This is property is sold as a package with MLS #: 984336 and the legal description is Capitol Courts Add 003 000 Lots 18 Thru 20 and the package price is $185,000. Sold as is!"
"$105,900 ",3bd,1ba,942 sqft,2040 NE Grand Blvd,Oklahoma City,OK,73111,"Investor special.. Currently leased through March 2022. New flooring, countertops, windows and roof in 2019. Must see for an investor. Home to be sold 'as is'. This is an outstanding home and perfect for the new or experienced investor. Property already generates good cash flow. This property offered individually or can be packaged with MLS 980030 and 980015"
"$65,000 ",2bd,1ba,"1,044 sqft",2241 NE 22nd St,Oklahoma City,OK,73111,"MULTIPLE OFFERS RECEIVED!!! BEST AND HIGHEST DUE BY SUNDAY NOVEMBER 21, 2021 AT 5 P.M. 'A SIMPLE LITTLE RENTAL'.... LOOKING FOR YOUR FIRST INVESTMENT PROPERTY OR ANOTHER TO ADD TO YOUR PORFOLIO- HERE'S ONE! IT'S SIMPLE AND READY TO BE RENTED. MODESTLY REMODELED AND WAITING FOR THE NEW LANDLORD! SECTION 8 TENANT APPLICATION ALREADY ACCEPTED, JUST WAITING FOR INSPECTION AND RENT APPROVAL AT $775/MONTH."
"$215,900 ",4bd,2ba,"1,580 sqft",617 NW 110th St,Oklahoma City,OK,73114,"Stunning new construction in College Park. 4-bedrooms and 2 full bathrooms with variable ceiling heights. You will find granite on all the counter tops, stainless kitchen appliances and ceiling fans throughout. The kitchen boasts a gas cook-top and there is crown molding in the living room. The back yard is fenced and also has been recently sodded. The home is in an established neighborhood and is in close proximity to Broadway Extension, Edmond, and NW Okla. City. Buyers may choose the bedroom carpet colors from the swatch that is on the kitchen counter. Come and see!"
"$124,999 ",3bd,2ba,"1,200 sqft",Address Not Disclosed,Oklahoma City,OK,73114,
"$130,000 ",3bd,2ba,859 sqft,224 NW 80th St,Oklahoma City,OK,73114,Investment property! Home is currently under a lease. Don't miss this opportunity! Please do not disturb tenants! Seller has never lived in the home. All Information is believed to be accurate. Buyer to verify.
"$145,000 ",2bd,1ba,"1,076 sqft",12010 N Walker Ave,Oklahoma City,OK,73114,"Charming home in a great location! Fall in love with the faux fireplace and mantle as soon as you enter! Updated kitchen with plenty of counter space and cabinets! Large windows throughout! Home sits on a huge corner lot and has a brand new fence that completely encloses the yard offering a great space for the kids and pets to run and play! Bedrooms are huge!! The kitchen is very spacious and open! You'll have plenty of room for hobbies or storage as well in the oversized 2 car garage and the new 10 x 16 storage shed with reinforced flooring. Newer roof. Original hardwood floors. Attic is floored and offers a lot of storage space. Back on the market and ready for you to make it your new home or add it to your rental portfolio! Just minutes from the Broadway Extension, Kilpatrick Turnpike, Top Golf, Costco, and all the great shops and restaurants in the Chisholm Creek area!"
"$158,000 ",3bd,2ba,"1,247 sqft",636 NW 109th St,Oklahoma City,OK,73114,"This home is 1,247 square feet and features 3 bedrooms and 2 bathrooms with a 2 car garage. Many upgrades have been made to the interior and exterior including recently installed granite countertops plus updated faucets and an undermount sink in the kitchen. Freshly painted interior plus updated lights and blinds. The interior is very clean and has been updated with beautiful luxury vinyl wood flooring throughout. Fenced backyard in a friendly neighborhood. Easy access to Western Avenue. Perfect for a first-time homebuyer or investor. Book your showing today; this one will not last long!"
"$125,000 ",3bd,2ba,"1,215 sqft",819 NW 114th St,Oklahoma City,OK,73114,Investor special !!! Tenant occupied 3 bed 2 bath home. Current rent is $850.00 per month. Leases in area are as high as $1000.00 per month. Rents can be raised once lease is up. Great rental close to Highway and turnpike access. Close to Chisholm Creek area and shopping. Some minor cosmetics needed. Owner selling as is and will not make repairs. Property listed below recent appraised value. Agent is owner. Inspection can be made at time offer is accepted. No sign in yard. Please do not disturb tenant.
"$150,000 ",4bd,2ba,"1,091 sqft",213 NW 87th St,Oklahoma City,OK,73114,Great opportunity to own an investment property. Home is currently leased. PLEASE DO NOT DISTURB TENANTS! Seller has never lived in the home. All information is believed correct. Buyer to verify.
"$250,000 ",4bd,2ba,"1,932 sqft",1212 NW 85th St,Oklahoma City,OK,73114,ONE-DERFUL HOME WITH LOTS OF MEMORIES! If the walls could talk you'd know the secrets to a happy home! Great place to personalize & create your own memories. ROOF 2013; HWT 2013; H/A 2011. Fully fenced backyard sits on lots 29 & all of lot 30. One upper room makes a fourth bedroom or office. Let's sell this one fast! ( THERE IS NO SIGN IN THE YARD; SELLER'S REQUEST. )
"$259,900 ",5bd,3ba,"2,002 sqft",1222 NW 92nd St,Oklahoma City,OK,73114,"Breathtaking remodeled five bedroom four bath home. This home has been remodeled from the studs out with a new second story added. Enter the home to beautiful hardwood floors, a gorgeous staircase, and a phenomenal powder bath. You will love the open kitchen with granite countertops and stainless steel appliances. The Master bedroom is downstairs with an amazing master bath. The laundry room is off the large master closet. The breakfast area and master bedroom open onto a large raised wooden deck overlooking a sizable beautiful backyard with a concrete and crushed granite paved area. Upstairs has four bedrooms and two baths. Upstairs and downstairs have independent heat and air systems both with ten-year warranties. The roof is just one year old. Two care driveway. New windows. Bring your picky buyers,. Owner/Broker"
"$162,000 ",3bd,2ba,"1,241 sqft",432 NW 116th St,Oklahoma City,OK,73114,"Cute, remodeled home built in the mid 2000s with fresh interior and exterior paint. Neat spiral brick column on the front porch gives this home special curb appeal. Recently installed granite in the kitchen complements the stove and dishwasher. Vinyl plank floors just recently installed in the living room and hallway. Two full baths. Move in ready! Large, fenced back yard. Property is currently leased through 10/31/2024. $950/mo. with $950 security deposit. Buyer to honor lease."
"$189,900 ",3bd,2ba,"1,814 sqft (on 0.34 acres)",4524 SE 35th St,Oklahoma City,OK,73115,Cute home with open floor plan. Home features the following: New heat and air • New oven• New stove • Large fenced yard on 1/3rd acre lot• access to back driveway • larger two-story shed • breakfast bar • ample prep space in kitchen• pantry • brick masonry fireplace • dual vanities in guest and primary baths • large walk-in closet and shoe storage • tiled kitchen floor• laundry room with storage cabinets.
"$49,900 ",2bd,1ba,,4708 SE 23rd St,Oklahoma City,OK,73115,Fixer upper home located in Midwest Oklahoma City with 2 bedrooms and one bathroom. Needs a lot of work but priced to sell! Perfect investment! Easy access to I-40 with a short drive to downtown! What are you waiting for? Call today!
"$135,000 ",4bd,2ba,"1,302 sqft (on 0.28 acres)",3017 Simmons Dr,Oklahoma City,OK,73115,"Investor special, this has been a long-time income-producing property. 24 hrs notice to show. PLEASE DO NOT DISTURB THE TENANTS! Additional square footage is not shown in the courthouse, the 2-car garage conversion adds additional square footage."
"$159,900 ",3bd,1ba,"1,063 sqft (on 0.69 acres)",4628 SE 35th St,Oklahoma City,OK,73115,"Check out this completely remodeled home and you won't believe the size of the backyard!! Nearly 3 quarters of an acres lot in the heart of Del City. Conveniently located close to Tinker AFB, just a minute away from Interstate I-40 with many shopping areas and restaurants. It's ready for the new owner to take over, this home got new roof, AC, carpet, tiles, jet tub, fresh paint through out the house, etc... New appliances including dishwasher and whirlpool oven. With an accepted offer seller is willing to contribute towards buyer closing cost and home warranty. Hurry and schedule your showing today!"
"$109,000 ",2bd,1ba,868 sqft,1916 Lariet Ln,Oklahoma City,OK,73115,"Wonderfully updated home on big lot! The living room is open to the great kitchen, which features stainless steel appliances, tile backsplash, and an eating area. Off the kitchen is a huge utility room with handy built-ins and folding area. The master bedroom has a separate area that is perfect for a nursery, home office or dream closet! There is a second living room that has tons of natural light. Outside, the big workshop has large overhead doors and workbenches. Conveniently located to I-40, I-35, Tinker AFB, Rose State and within walking distance to Epperly Elementary. Schedule your showing today!"
"$105,000 ",3bd,1ba,732 sqft,300 S Matthews Pl,Oklahoma City,OK,73115,"Opportunity lies ahead with a great starter home or turn key investment property! 3/1 completely updated corner lot home with a fully fenced backyard. Purchase with peace of mind- new roof, new exterior, new deck, new paint, designer kitchen, bath and more! Hurry now, this one will not last!"
"$93,000 ",2bd,1ba,825 sqft,4516 SE 21st St,Del City,OK,73115,"Coming Soon-No Offers or Showings Until November 5-Fantastic location less than 1 mile from I40, within walking distance to schools. This adorable 2 bedroom home has had many updates already done for you in the last few years. Whether you like to cook or just need a little more storage, recently added additional cabinetry in the kitchen will make your life easier. The garage is partially converted, providing an indoor laundry room and extra storage."
